product_id,price_inr,energy_rating_stars,warranty_years,capacity_unified,price_density_score,warranty_quality_interaction,city,platform,reviewer_location,availability,product_category,sub_type,model_name,capacity_tons,capacity_liters,capacity_kg,capacity_place_settings,technology,feature_1,color,manufacturing_date,customer_rating,discount_offered,warranty_duration_months,review_sentiment,return_status,complaint_text,resolved_status,review_date,product_name,username
PID377001,70759.0,3.0,10.0,1.5 Tons,47172.63521824319,49.0,Mumbai,Amazon,Pune,Out of Stock,Washing Machine,Front Load,Model_N351,1.5,50.0,7.0,12.0,Fully-Automatic,ProSmart Inverter Motor,Black,2024-01-07,4.9,0.0,120.0,Neutral,Not Returned,Excellent performance.,Unresolved,2024-04-04,Voltas Front Load Washing Machine (Model_N351),shilpa.107
PID178724,71567.0,4.0,1.0,1.5 Tons,47711.30152579898,3.9,Bengaluru,Amazon,Hyderabad,Out of Stock,Washing Machine,Front Load,Model_S122,1.5,50.0,8.0,12.0,Fully-Automatic,ProSmart Inverter Motor,Grey,2024-04-27,3.9,5.0,12.0,Negative,Not Returned,Cooling issue after 2 months.,Resolved,2022-08-09,Voltas Front Load Washing Machine (Model_S122),seema_deals2
PID947406,33764.0,3.0,2.0,1.0 Tons,33763.96623603377,6.6,Chennai,Croma,Chennai,In Stock,Air Conditioner,Split AC,Model_S304,1.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,Black,2023-08-12,3.3,25.0,24.0,Positive,Not Returned,Cooling issue after 2 months.,In Progress,2022-06-05,Voltas Split AC Air Conditioner (Model_S304),seema64
PID182348,38836.0,4.0,2.0,1.5 Tons,25890.64940623373,9.0,Mumbai,Amazon,Hyderabad,In Stock,Dishwasher,Full Size,Model_R225,1.5,50.0,7.0,15.0,Compressor Cooling,Hygiene+,White,2023-12-09,4.5,15.0,24.0,Neutral,Returned,Noisy operation at night.,Resolved,2023-01-01,Voltas Full Size Dishwasher (Model_R225),sanjaydeals706
PID228313,59371.0,4.0,1.0,1.5 Tons,39580.64027957315,4.4,Bengaluru,Croma,Ahmedabad,In Stock,Dishwasher,Full Size,Model_U358,1.5,50.0,7.0,12.0,Electronic Control,ProSmart Inverter Motor,Black,2022-12-14,4.4,0.0,12.0,Positive,Not Returned,Excellent performance.,Unresolved,2022-11-09,Voltas Full Size Dishwasher (Model_U358),arjunindia527
PID285302,16114.0,1.0,2.0,1.5 Tons,10742.659504893663,9.6,Pune,Croma,Chennai,In Stock,Refrigerator,Double Door,Model_W386,1.5,550.0,7.0,12.0,Frost Free,NeoFrost Dual Cooling,Silver,2022-07-15,4.8,20.0,24.0,Neutral,Not Returned,Remote stopped working.,In Progress,2023-01-17,Voltas Double Door Refrigerator (Model_W386),vikas_reviews55
PID514014,15731.0,3.0,1.0,1.5 Tons,10487.32634178244,3.2,Pune,Croma,Delhi,In Stock,Dishwasher,Table Top,Model_F31,1.5,50.0,7.0,8.0,Electronic Control,ProSmart Inverter Motor,Blue,2022-02-01,3.2,10.0,12.0,Positive,Returned,Noisy operation at night.,Unresolved,2022-11-13,Voltas Table Top Dishwasher (Model_F31),nisha2
PID888824,52447.0,5.0,2.0,1.5 Tons,34964.64335690443,9.8,Delhi,Vijay Sales,Bangalore,Out of Stock,Dishwasher,Full Size,Model_Q16,1.5,50.0,7.0,14.0,Electronic Control,Hygiene+,Blue,2022-08-11,4.9,30.0,24.0,Positive,Not Returned,Remote stopped working.,In Progress,2022-01-24,Voltas Full Size Dishwasher (Model_Q16),anil_user4
PID961083,45387.0,3.0,10.0,2.0 Tons,22693.48865325567,35.0,Mumbai,Vijay Sales,Mumbai,In Stock,Air Conditioner,Window AC,Model_V177,2.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,Grey,2022-10-20,3.5,5.0,120.0,Neutral,Returned,Noisy operation at night.,Unresolved,2024-04-04,Voltas Window AC Air Conditioner (Model_V177),amit.reviews470
PID651778,41418.0,2.0,2.0,1.5 Tons,27611.981592012275,8.2,Chennai,Flipkart,Delhi,In Stock,Dishwasher,Table Top,Model_E342,1.5,50.0,7.0,15.0,Electronic Control,ProSmart Inverter Motor,White,2023-04-24,4.1,15.0,24.0,Neutral,Not Returned,No issues so far.,Resolved,2023-01-02,Voltas Table Top Dishwasher (Model_E342),sanjay.zone8
PID931079,57257.0,1.0,10.0,1.5 Tons,38171.30788579475,38.0,Mumbai,Flipkart,Hyderabad,In Stock,Water Dispenser,Bottom Loading,Model_T409,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,White,2024-06-27,3.8,25.0,120.0,Positive,Returned,Remote stopped working.,In Progress,2023-12-10,Vlotas Single Door Refrigerator (Model_N325),shilpa.online5
PID586282,12067.0,3.0,10.0,1.5 Tons,8044.661303559132,35.0,Delhi,Vijay Sales,Pune,In Stock,Refrigerator,Side-by-Side,Model_O430,1.5,350.0,7.0,12.0,Direct Cool,StoreFresh+,White,2022-08-11,3.5,10.0,120.0,Neutral,Returned,Cooling issue after 2 months.,Unresolved,2023-05-28,Voltas Side-by-Sid eRefrigerator (Model_O430),anil_69
PID828372,21527.0,5.0,10.0,1.5 Tons,14351.323765784156,38.0,Bengaluru,Vijay Sales,Mumbai,In Stock,Dishwasher,Full Size,Model_I164,1.5,50.0,7.0,8.0,Electronic Control,Hygiene+,Black,2023-02-26,3.8,25.0,120.0,Neutral,Returned,Remote stopped working.,Resolved,2022-05-20,Voltas Full Size Dishwasher (Model_I164),priya.india047
PID708146,66488.0,3.0,10.0,1.5 Tons,44325.30378313081,45.0,Pune,Amazon,Delhi,In Stock,Washing Machine,Top Load,Model_U436,1.5,50.0,6.5,12.0,Compressor Cooling,GentleWave Drum,Silver,2022-04-30,4.5,30.0,120.0,Positive,Returned,Excellent performance.,Resolved,2022-11-12,Voltas Top Load Washing Machine (Model_U436),ishabuyer5
PID102241,82249.0,4.0,10.0,1.5 Tons,54832.63011157993,40.0,Mumbai,Amazon,Delhi,In Stock,Water Dispenser,Bottom Loading,Model_Z493,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",Silver,2023-05-12,4.0,30.0,120.0,Neutral,Returned,No issues so far.,Resolved,2022-09-01,Vlotas Single Door Refrigerator (Model_N325),mohan_3
PID560846,79763.0,5.0,2.0,1.5 Tons,53175.29788313475,8.0,Hyderabad,Vijay Sales,Bangalore,Out of Stock,Dishwasher,Table Top,Model_Q276,1.5,50.0,7.0,14.0,Electronic Control,AquaIntense,Grey,2022-04-17,4.0,10.0,24.0,Negative,Not Returned,Slow installation service.,Unresolved,2024-01-21,Voltas Table Top Dishwashe r(Model_Q276),priyadeals185
PID415905,68471.0,2.0,2.0,1.5 Tons,45647.30290179807,9.2,Hyderabad,Flipkart,Hyderabad,Out of Stock,Refrigerator,Side-by-Side,Model_J347,1.5,180.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,Silver,2022-01-30,4.6,15.0,24.0,Positive,Returned,Slow installation service.,Unresolved,2022-11-10,Voltas Side-by-Side Refrigerator (Model_J347),priya.india547
PID628269,19900.0,5.0,5.0,1.5 Tons,13266.65782222812,20.0,Mumbai,Amazon,Mumbai,In Stock,Dishwasher,Table Top,Model_J373,1.5,50.0,7.0,8.0,Electronic Control,ProSmart Inverter Motor,White,2022-04-09,4.0,0.0,60.0,Negative,Not Returned,Excellent performance.,Resolved,2024-04-05,Voltas Table Top Dishwasher (Model_J373),deepadeals479
PID904720,78583.0,3.0,2.0,2.0 Tons,39291.48035425982,8.0,Pune,Vijay Sales,Hyderabad,In Stock,Air Conditioner,Split AC,Model_G344,2.0,50.0,7.0,12.0,Non-Inverter,Self Diagnosis,Grey,2024-03-23,4.0,15.0,24.0,Negative,Not Returned,No issues so far.,Unresolved,2023-01-17,Voltas Split AC Air Conditioner (Model_G344),rahul_zone047
PID219721,81045.0,3.0,1.0,1.5 Tons,54029.96398002402,4.6,Pune,Vijay Sales,Chennai,In Stock,Washing Machine,Top Load,Model_R251,1.5,50.0,8.0,12.0,Fully-Automatic,GentleWave Drum,Blue,2023-06-17,4.6,25.0,12.0,Negative,Returned,No issues so far.,In Progress,2024-06-05,Voltas Top Load Washing Machine (Model_R251),mukesh_reviews46
PID308270,68556.0,4.0,1.0,1.5 Tons,45703.96953068698,3.8,Bengaluru,Amazon,Bangalore,In Stock,Refrigerator,Single Door,Model_O352,1.5,350.0,7.0,12.0,Direct Cool,NeoFrost Dual Cooling,Black,2023-08-03,3.8,15.0,12.0,Neutral,Not Returned,No issues so far.,Resolved,2024-04-04,Voltas Single Door Refrigerator (Model_O352),arjunshop609
PID775789,10150.0,3.0,1.0,1.5 Tons,6766.662155558563,3.3,Pune,Amazon,Hyderabad,In Stock,Air Conditioner,Split AC,Model_H293,1.5,50.0,7.0,12.0,Non-Inverter,Turbo Mode,Silver,2023-01-17,3.3,15.0,24.0,Negative,Returned,Noisy operation at night.,In Progress,2022-06-26,Voltas Split AC Air Conditioner (Model_H293),ajay.user326
PID128554,10532.0,4.0,1.0,1.5 Tons,7021.328652447565,3.1,Hyderabad,Amazon,Pune,In Stock,Dishwasher,Table Top,Model_P145,1.5,50.0,7.0,15.0,Electronic Control,AquaIntense,White,2023-06-04,3.1,0.0,12.0,Positive,Not Returned,Slow installation service.,Unresolved,2022-03-31,Voltas Table Top Dishwasher (Model_P145),deepa.india1
PID967379,57800.0,4.0,1.0,1.5 Tons,38533.30764446157,4.5,Pune,Amazon,Mumbai,In Stock,Water Dispenser,Top Loading,Model_J191,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",Blue,2023-07-03,4.5,10.0,12.0,Neutral,Not Returned,Slow installation service.,Unresolved,2024-01-05,Voltas Top Loading Water Dispenser (Model_J191),arjun.77
PID900598,81124.0,2.0,2.0,1.5 Tons,54082.6306115796,6.8,Pune,Vijay Sales,Ahmedabad,In Stock,Water Dispenser,Bottom Loading,Model_D471,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,Black,2022-08-08,3.4,30.0,60.0,Negative,Returned,Slow installation service.,Unresolved,2023-02-19,Voltas Bottom Laoding Water Dispenser (Model_D471),rahul.9
PID629134,59152.0,3.0,10.0,1.5 Tons,39434.64037690642,46.0,Hyderabad,Flipkart,Bangalore,Out of Stock,Dishwasher,Table Top,Model_U150,1.5,50.0,7.0,14.0,Electronic Control,ProSmart Inverter Motor,White,2024-04-06,4.6,20.0,120.0,Neutral,Not Returned,Cooling issue after 2 months.,Unresolved,2023-05-24,Voltas Table Top Dishwasher (Model_U150),suresh_shop7
PID791218,83682.0,5.0,1.0,1.5 Tons,55787.9628080248,4.0,Delhi,Flipkart,Mumbai,In Stock,Water Dispenser,Bottom Loading,Model_X127,1.5,15.0,7.0,12.0,Compressor Cooling,Normal & Cold,Silver,2022-05-25,4.0,25.0,12.0,Neutral,Not Returned,Slow installation service.,Resolved,2023-06-02,Voltas Bottom Loading Water Dispenser (Model_X127),nehaexpress42
PID840826,35805.0,3.0,2.0,1.5 Tons,23869.98408667728,7.0,Mumbai,Croma,Bangalore,In Stock,Washing Machine,Front Load,Model_V385,1.5,50.0,6.0,12.0,Semi-Automatic,GentleWave Drum,White,2023-07-16,3.5,5.0,24.0,Neutral,Not Returned,Excellent performance.,Resolved,2023-08-29,Voltas Front Load Washing Machine (Model_V385),mukesh_user767
PID107045,54909.0,3.0,5.0,1.5 Tons,36605.97559601627,20.0,Hyderabad,Croma,Pune,In Stock,Refrigerator,Single Door,Model_T279,1.5,250.0,7.0,12.0,Frost Free,Active Fresh Blue Light,Blue,2022-02-15,4.0,5.0,60.0,Negative,Returned,Slow installation service.,Unresolved,,Voltas Single Door Refrigerator (Model_T279),amit_deals19
PID692540,33214.0,2.0,1.0,1.5 Tons,22142.65190489873,4.6,Delhi,Croma,Hyderabad,Out of Stock,Refrigerator,Single Door,Model_L167,1.5,350.0,7.0,12.0,Frost Free,StoreFresh+,Grey,2023-12-24,4.6,15.0,12.0,Positive,Returned,Remote stopped working.,Unresolved,2023-10-27,Voltas Single Door Refrigerator (Model_L167),radha63
PID966079,58325.0,3.0,1.0,1.5 Tons,38883.30741112839,4.8,Chennai,Croma,Hyderabad,In Stock,Washing Machine,Front Load,Model_S96,1.5,50.0,6.0,12.0,Fully-Automatic,ProSmart Inverter Motor,White,2023-01-19,4.8,30.0,12.0,Negative,Returned,Excellent performance.,Resolved,2022-06-21,Voltas Front Load Washing Machine (Model_S96),nisha_52
PID729854,22006.0,1.0,1.0,1.5 Tons,14670.656886228744,4.3,Pune,Amazon,Ahmedabad,In Stock,Refrigerator,Top Load,Model_L37,1.5,50.0,8.0,12.0,Fully-Automatic,ProSmart Inverter Motor,Grey,2022-12-02,4.3,30.0,12.0,Neutral,Not Returned,Excellent performance.,Unresolved,2022-10-30,Voltas Top Load Washing Machine (Model_L37),kiran_reviews8
PID737634,22133.0,3.0,5.0,1.5 Tons,14755.323496451005,24.5,Delhi,Vijay Sales,Delhi,In Stock,Washing Machine,Front Load,Model_D29,1.5,50.0,7.0,12.0,Fully-Automatic,ProSmart Inverter Motor,Grey,2023-06-27,4.9,20.0,60.0,Negative,Returned,Slow installation service.,Resolved,2023-06-07,Voltas Front Load Washing Machine (Model_D29),anilbuyer5
PID531880,11970.0,3.0,5.0,1.5 Tons,7979.994680003547,17.5,Hyderabad,Vijay Sales,Ahmedabad,In Stock,Refrigerator,Double Door,Model_Z467,1.5,250.0,7.0,12.0,Frost Free,Active Fresh Blue Light,Blue,2023-03-01,3.5,5.0,60.0,Positive,Not Returned,Excellent performance.,In Progress,2023-03-02,Voltas Double Door Refrigerator (Model_Z467),mukesh.656
PID108644,55135.0,4.0,5.0,1.0 Tons,55134.94486505514,25.0,Mumbai,Amazon,Mumbai,Out of Stock,Air Conditioner,Inverter AC,Model_C2,1.0,50.0,7.0,12.0,Inverter,Turbo Mode,Silver,2023-08-04,5.0,25.0,60.0,Positive,Not Returned,Delivered with damaged packaging.,Resolved,,Voltas Inverter AC Air Conditioner (Model_C2),ajay7
PID832150,64651.0,5.0,10.0,1.5 Tons,43100.637932908045,35.0,Delhi,Croma,Ahmedabad,In Stock,Water Dispenser,Bottom Loading,Model_N65,1.5,15.0,7.0,12.0,Compressor Cooling,Normal & Cold,Black,2023-05-01,3.5,0.0,120.0,Neutral,Returned,Slow installation service.,Resolved,2022-05-03,Voltas Bottom Loading Water Dispenser (Model_N65),amit.3
PID741321,57804.0,5.0,2.0,2.0 Tons,28901.985549007222,6.8,Bengaluru,Croma,Bangalore,In Stock,Air Conditioner,Inverter AC,Model_M298,2.0,50.0,7.0,12.0,Inverter,Adjustable Cooling,Grey,2022-04-20,3.4,30.0,24.0,Negative,Returned,Excellent performance.,In Progress,2022-07-03,Voltas Inverter AC Air Conditioner (Model_M298),arjun9
PID232663,22299.0,1.0,5.0,1.5 Tons,14865.99008933994,17.5,Pune,Vijay Sales,Hyderabad,Out of Stock,Washing Machine,Bottom Loading,Model_V307,1.5,50.0,9.0,12.0,Fully-Automatic,ProSmart Inverter Motor,Grey,2022-09-22,3.5,15.0,60.0,Negative,Returned,No issues so far.,Resolved,2023-06-16,Voltas Top Load Washing Machine (Model_V307),sanjay_zone392
PID667909,66066.0,2.0,1.0,1.5 Tons,44043.97063735291,3.3,Pune,Flipkart,Hyderabad,Out of Stock,Water Dispenser,Top Loading,Model_W412,1.5,15.0,7.0,12.0,Compressor Cooling,Normal & Cold,Grey,2023-06-24,3.3,15.0,12.0,Neutral,Returned,Cooling issue after 2 months.,Unresolved,2022-08-04,Voltas Top Loading Water Dispenser (Model_W412),rajesh51
PID910094,79021.0,5.0,10.0,1.5 Tons,52680.63154624564,31.0,Hyderabad,Croma,Chennai,In Stock,Dishwasher,Full Size,Model_P301,1.5,50.0,7.0,14.0,Electronic Control,Hygiene+,Blue,2023-10-26,3.1,15.0,120.0,Negative,Not Returned,Delivered with damaged packaging.,In Progress,2022-06-18,Voltas Full Size Dishwasher (Model_P301),ajayuser19
PID261240,10010.0,5.0,1.0,1.5 Tons,6673.328884447411,3.2,Hyderabad,Flipkart,Chennai,In Stock,Washing Machine,Top Load,Model_U254,1.5,50.0,6.5,12.0,Semi-Automatic,ProSmart Inverter Motor,White,2023-12-28,3.2,15.0,12.0,Negative,Not Returned,Excellent performance.,Unresolved,2022-09-06,Vlotas Single Door Refrigerator (Model_N325),komal.india41
PID136993,77951.0,1.0,10.0,1.5 Tons,51967.29868846754,31.0,Hyderabad,Vijay Sales,Chennai,Out of Stock,Washing Machine,Top Load,Model_H137,1.5,50.0,7.0,12.0,Fully-Automatic,SteamWash,Silver,2024-01-05,3.1,30.0,120.0,Neutral,Returned,No issues so far.,In Progress,2024-05-03,Voltas Top Load Washing Machine (Model_H137),divya_shop6
PID284287,36361.0,3.0,2.0,1.5 Tons,24240.650506233,8.4,Mumbai,Amazon,Hyderabad,In Stock,Washing Machine,Front Load,Model_Y232,1.5,50.0,7.0,12.0,Semi-Automatic,SteamWash,Blue,2022-11-07,4.2,30.0,24.0,Negative,Not Returned,Delivered with damaged packaging.,Unresolved,2022-04-13,Voltas Front Load Washing Machine (Model_Y232),deepa.26
PID169970,60458.0,5.0,10.0,1.5 Tons,40305.30646312903,35.0,Bengaluru,Amazon,Mumbai,Out of Stock,Water Dispenser,Top Loading,Model_Y154,1.5,15.0,7.0,12.0,Compressor Cooling,Hot & Cold,White,2022-02-13,3.5,20.0,120.0,Neutral,Not Returned,Slow installation service.,In Progress,2023-02-07,Voltas Top Loading Water Dispenser (Model_Y154),rohit.online04
PID916503,74437.0,5.0,10.0,1.5 Tons,49624.63358357761,48.0,Pune,Amazon,Chennai,In Stock,Water Dispenser,Bottom Loading,Model_U20,1.5,15.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",Silver,2024-05-06,4.8,25.0,120.0,Neutral,Not Returned,Slow installation service.,In Progress,2023-12-23,Voltas Bottom Loading Water Dispenser (Model_U20),kiran.user30
PID695301,46386.0,1.0,1.0,1.5 Tons,30923.979384013743,3.2,Bengaluru,Amazon,Ahmedabad,Out of Stock,Refrigerator,Side-by-Side,Model_Z311,1.5,250.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,Black,2024-06-06,3.2,25.0,12.0,Negative,Returned,Slow installation service.,In Progress,2022-12-07,Voltas Side-by-Side Refrigerator (Model_Z311),priya.4
PID662738,21233.0,5.0,1.0,1.5 Tons,14155.323896450736,3.8,Delhi,Flipkart,Delhi,Out of Stock,Water Dispenser,Top Loading,Model_P119,1.5,15.0,7.0,12.0,Compressor Cooling,Hot & Cold,Blue,2022-07-31,3.8,30.0,12.0,Neutral,Not Returned,Remote stopped working.,Unresolved,2022-09-04,Voltas Top Loading Water Dispenser (Model_P119),vinod.4
PID122130,46386.0,1.0,10.0,1.5 Tons,30923.979384013743,38.0,Delhi,Vijay Sales,Hyderabad,Out of Stock,Water Dispenser,Bottom Loading,Model_N481,1.5,20.0,7.0,12.0,Compressor Cooling,Normal & Cold,Blue,2023-03-03,3.8,0.0,120.0,Positive,Not Returned,Remote stopped working.,Resolved,2022-04-24,Voltas Bottom Loading Water Dispenser (Model_N481),arjunshop30
PID422924,35161.0,4.0,5.0,1.5 Tons,23440.65103956597,21.0,Chennai,Amazon,Mumbai,In Stock,Refrigerator,Single Door,Model_A26,1.5,250.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,White,2022-06-29,4.2,20.0,60.0,Negative,Not Returned,Delivered with damaged packaging.,Resolved,2023-05-19,Voltas Single Door Refrigerator (Model_A26),mukeshindia093
PID227140,27615.0,1.0,5.0,1.5 Tons,18409.987726674848,17.0,Mumbai,Croma,Hyderabad,In Stock,Dishwasher,Table Top,Model_X231,1.5,50.0,7.0,15.0,Electronic Control,Hygiene+,Grey,2022-06-21,3.4,0.0,60.0,Positive,Not Returned,No issues so far.,Resolved,2023-08-31,Vlotas Single Door Refrigerator (Model_N325),ajay_user6
PID176937,84281.0,1.0,5.0,1.5 Tons,56187.295875136086,24.0,Pune,Croma,Hyderabad,In Stock,Dishwasher,Full Size,Model_A0,1.5,50.0,7.0,12.0,Electronic Control,AquaIntense,Silver,2023-09-22,4.8,15.0,60.0,Positive,Not Returned,No issues so far.,In Progress,2022-10-02,Voltas Full Size Dihswasher (Model_P93),priya_user737
PID545176,14776.0,2.0,5.0,1.5 Tons,9850.660099559936,20.5,Pune,Amazon,Hyderabad,In Stock,Refrigerator,Double Door,Model_M168,1.5,350.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,Blue,2022-12-19,4.1,10.0,60.0,Neutral,Returned,Slow installation service.,Resolved,2022-11-07,Voltas Double Door Refrigerator (Model_M168),seema.9
PID853697,19414.0,3.0,5.0,1.5 Tons,12942.658038227975,19.5,Hyderabad,Amazon,Chennai,Out of Stock,Dishwasher,Full Size,Model_H189,1.5,50.0,7.0,12.0,Electronic Control,Hygiene+,Black,2022-08-03,3.9,25.0,60.0,Neutral,Not Returned,Slow installation service.,Resolved,2022-12-27,Voltas Full Size Dishwasher (Model_H189),ajaydeals2
PID978874,69521.0,5.0,10.0,1.5 Tons,46347.302435131714,31.0,Bengaluru,Flipkart,Chennai,In Stock,Air Conditioner,Window AC,Model_G214,1.5,50.0,7.0,12.0,Non-Inverter,Turbo Mode,Silver,2024-03-22,3.1,30.0,120.0,Neutral,Returned,Excellent performance.,Resolved,2022-09-01,Voltas Window AC Air Conditoiner (Model_G214),preeti.deals12
PID514014,46386.0,5.0,5.0,1.5 Tons,30923.979384013743,24.0,Chennai,Flipkart,Hyderabad,In Stock,Dishwasher,Table Top,Model_I34,1.5,50.0,7.0,8.0,Electronic Control,Hygiene+,Grey,2024-03-17,4.8,30.0,24.0,Negative,Returned,Remote stopped working.,In Progress,2023-06-26,Voltas Table Top Dishwasher (Model_I34),sanjaybuyer8
PID796565,81860.0,3.0,2.0,1.5 Tons,54573.296951135366,7.2,Hyderabad,Vijay Sales,Mumbai,In Stock,Washing Machine,Top Load,Model_Z441,1.5,50.0,7.0,12.0,Fully-Automatic,SteamWash,Blue,2024-05-01,3.6,0.0,24.0,Negative,Not Returned,Noisy operation at night.,In Progress,2023-05-10,Voltas Top Load Washing Machine (Model_Z441),komal.450
PID591000,49070.0,3.0,5.0,1.5 Tons,32713.311524458983,23.0,Bengaluru,Croma,Hyderabad,Out of Stock,Refrigerator,Single Door,Model_A104,1.5,550.0,7.0,12.0,Frost Free,NeoFrost Dual Cooling,Black,2022-12-11,4.6,15.0,60.0,Neutral,Not Returned,Noisy operation at night.,In Progress,2022-09-02,Voltas Single Door Refrigerator (Model_A104),sanjay7
PID748800,39715.0,4.0,5.0,1.5 Tons,26476.649015567324,23.0,Delhi,Amazon,Delhi,Out of Stock,Washing Machine,Front Load,Model_L349,1.5,50.0,6.0,12.0,Fully-Automatic,ProSmart Inverter Motor,Black,2022-10-30,4.6,20.0,60.0,Positive,Not Returned,Excellent performance.,In Progress,2024-01-13,Voltas Front Load Washing Machine (Model_L349),anil_user6
PID280484,82516.0,3.0,1.0,1.5 Tons,55010.62999291334,4.0,Bengaluru,Flipkart,Delhi,In Stock,Washing Machine,Top Load,Model_F473,1.5,50.0,9.0,12.0,Fully-Automatic,GentleWave Drum,Black,2024-03-08,4.0,30.0,12.0,Positive,Returned,Remote stopped working.,Unresolved,2022-12-29,Voltas Top Load Washing Machine (Model_F473),ajayshop755
PID480740,77471.0,1.0,2.0,1.5 Tons,51647.298901800736,8.8,Chennai,Amazon,Mumbai,In Stock,Air Cooler,Personal,Model_N429,1.5,70.0,7.0,12.0,Compressor Cooling,Ice Chamber,Grey,2022-06-19,4.4,5.0,24.0,Negative,Returned,Cooling issue after 2 months.,In Progress,2024-02-03,Voltas Personal Air Cooler (Model_N429),sanjay.5
PID486753,11558.0,1.0,2.0,1.5 Tons,7705.328196447869,6.4,Mumbai,Flipkart,Ahmedabad,Out of Stock,Water Dispenser,Bottom Loading,Model_T201,1.5,15.0,7.0,12.0,Compressor Cooling,Hot & Cold,Grey,2023-11-23,3.2,25.0,60.0,Negative,Returned,Delivered with damaged packaging.,Unresolved,2023-03-09,Voltas Bottom Loading Water Dispenser (Model_T201),suresh_33
PID199931,77210.0,3.0,2.0,1.5 Tons,51473.29901780066,9.2,Mumbai,Flipkart,Mumbai,Out of Stock,Air Cooler,Personal,Model_X205,1.5,90.0,7.0,12.0,Evaporative Cooling,Remote Control,Silver,2022-02-17,4.6,0.0,24.0,Neutral,Returned,Noisy operation at night.,In Progress,2023-08-11,Voltas Personal Air Cooler (Model_X205),mohan_buyer93
PID489912,29546.0,3.0,1.0,1.5 Tons,19697.320201786533,4.2,Chennai,Croma,Mumbai,Out of Stock,Water Dispenser,Top Loading,Model_J165,1.5,20.0,7.0,12.0,Compressor Cooling,"Hot, Normal & Cold",White,2022-06-28,4.2,30.0,12.0,Negative,Returned,Cooling issue after 2 months.,Resolved,2022-09-01,Voltas Top Loading Water Dispenser (Model_J165),neha.73
PID912291,27146.0,3.0,10.0,1.5 Tons,18097.321268452488,48.0,Bengaluru,Croma,Hyderabad,Out of Stock,Air Cooler,Personal,Model_A260,1.5,50.0,7.0,12.0,Evaporative Cooling,Remote Control,Blue,2024-06-28,4.8,5.0,120.0,Neutral,Not Returned,Noisy operation at night.,In Progress,2023-01-21,Voltas Personal Air Cooler (Model_A260),preeti.2
PID495003,9373.0,3.0,2.0,1.2 Tons,7810.826824310981,9.8,Chennai,Vijay Sales,Mumbai,Out of Stock,Air Conditioner,Inverter AC,Model_A0,1.2,50.0,7.0,12.0,Inverter,Adjustable Cooling,White,2023-11-30,4.9,0.0,24.0,Neutral,Not Returned,Slow installation service.,Unresolved,2023-02-03,Voltas Inverter AC Air Conditioner (Model_X257),shilpareviews70
PID481514,40388.0,3.0,1.0,1.5 Tons,26925.31538312308,3.6,Mumbai,Vijay Sales,Hyderabad,Out of Stock,Refrigerator,Double Door,Model_W308,1.5,450.0,7.0,12.0,Direct Cool,Active Fresh Blue Light,White,2022-02-19,3.6,0.0,12.0,Neutral,Not Returned,Excellent performance.,Unresolved,2023-10-23,Voltas Double DoorR efrigerator (Model_W308),mukesh987
PID836865,84931.0,3.0,10.0,1.5 Tons,56620.628919580726,42.0,Pune,Flipkart,Hyderabad,Out of Stock,Water Dispenser,Bottom Loading,Model_D315,1.5,20.0,7.0,12.0,Compressor Cooling,Hot & Cold,Blue,2023-04-04,4.2,5.0,120.0,Negative,Not Returned,Delivered with damaged packaging.,In Progress,2023-11-21,Voltas Bottom Loading Water Dispenser (Model_D315),divya38
PID729446,9148.0,3.0,5.0,1.5 Tons,6098.6626008916,22.0,Mumbai,Vijay Sales,Mumbai,In Stock,Dishwasher,Table Top,Model_W48,1.5,50.0,7.0,8.0,Electronic Control,AquaIntense,Grey,2022-12-12,4.4,0.0,60.0,Neutral,Not Returned,Excellent performance.,Unresolved,2024-04-11,Voltas Table Top Dishwasher (Model_W48),kiran.online4
